,当前学区房价格,教育花费(千元/年),时间成本(分钟),占有教育资源,学校,学区,教育花费效率,时间成本效率,学区内教育资源占有差别,西城区教育资源占有差别,小区,户数
314,191505.02742787506,187.13018837838297,4.55,89.33333333333333,黄城根小学官园分校,新街口学区,0.37503888138794805,8.955223880597012,39.143086172344695,55.03651907682199,官园南里,198
315,185081.94902235942,182.31920846950996,24.1,35.333333333333336,自忠小学,长安街学区,0.06363767759295862,-0.5829285218598195,6.59361923421136,1.036519076821996,西黄城根南街45号院,712
316,115035.14988689066,112.4711175375691,4.183333333333334,8.0,白纸坊小学,陶然亭-白纸坊学区,-0.17047247179510283,-10.081300813008129,-19.262577031585828,-26.29681425651134,华北电管局宿舍,283
317,167341.76293176567,164.99910998554142,17.916666666666668,46.0,育民小学,月坛学区,0.1419426064281689,-0.1869158878504674,4.408443654490483,11.70318574348866,真武庙六里,689
318,154519.72784226568,152.48070068696083,20.7,42.666666666666664,北京第一实验小学前门分校,大栅栏-椿树-天桥学区,0.13064582396432445,-0.32336297493936966,17.389666220545884,8.369852410155325,厂甸11号院,204
319,194807.02308637506,191.8139927796897,35.06666666666667,46.0,育翔小学,德胜学区,0.12045219718266532,-0.09528346831824686,8.722037402499765,11.70318574348866,新风北街小区,288
320,174237.89509842193,171.73194174249133,19.866666666666667,38.66666666666666,展览路第一小学,展览路学区,0.08915589239846491,-0.5391743892165127,6.608232779791059,4.369852410155318,百万庄南街10号院,732
321,197217.85514385943,194.16773633405285,26.0,46.0,育翔小学,德胜学区,0.11887241849878644,-0.12861736334405152,8.722037402499765,11.70318574348866,观河锦苑,496
322,110072.77572965628,107.62625240037802,5.333333333333333,30.666666666666664,宣武回民小学,广安门内-牛街学区,0.06456984653315624,-3.5555555555555562,-3.4227319614665106,-3.6301475898446753,祥和家苑,844
323,272539.2707208282,267.705540790159,23.416666666666668,89.33333333333333,黄城根小学官园分校,新街口学区,0.2555975342565978,1.7142857142857137,39.143086172344695,55.03651907682199,宫门口四条小区,57
324,153044.28254193754,151.77019393134447,20.816666666666666,35.333333333333336,康乐里小学,广安门内-牛街学区,0.07782106532305791,-0.67524115755627,1.2439347052001608,1.036519076821996,感化胡同3号院,534
